title,overview,release_date,Year,Month,Day,vote_average,vote_count,popularity,production_companies,runtime,budget,revenue,profit,ROI,genres,Action,Adventure,Science Fiction,Drama,Thriller,Comedy,Animation,Fantasy,Horror,Romance,Mystery,Documentary,Music,Western,Crime
The Next Three Days,"A married couple's life is turned upside down when the wife is accused of murdering her boss. Her husband John would spend the next few years trying to get her released, but there's no evidence that negates the evidence against her. When the strain of being separated from her husband and son gets to her, John decides to find a way to break her out.",2010-11-18,2010,11,18,7.071,2644,28.543,"['Hwy61', 'Lionsgate', 'Fidélité Films']",133,30,67,37,1.2,"['Romance', 'Drama', 'Thriller', 'Crime']",0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
Date Night,"Phil and Claire Foster fear that their mild-mannered relationship may be falling into a stale rut. During their weekly date night, their dinner reservation leads to their being mistaken for a couple of thieves—and now a number of unsavoury characters want Phil and Claire killed.",2010-04-08,2010,4,8,6.071,2638,16.076,"['Dune Entertainment', '21 Laps Entertainment', '20th Century Fox']",97,55,152,97,1.8,"['Comedy', 'Action', 'Adventure']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Buried,Paul is a U.S. truck driver working in Iraq. After an attack by a group of Iraqis he wakes to find he is buried alive inside a coffin. With only a lighter and a cell phone it's a race against time to escape this claustrophobic death trap.,2010-09-24,2010,9,24,6.617,2592,18.877,"['Versus Entertainment', 'The Safran Company', 'Dark Trick Films', 'Studio 37', 'Atresmedia', 'Canal+ España', 'Kinology', 'ICO']",94,1,19,17,8.6,"['Drama', 'Thriller', 'Mystery']",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
The Secret World of Arrietty,"14-year-old Arrietty and the rest of the Clock family live in peaceful anonymity as they make their own home from items ""borrowed"" from the house's human inhabitants. However, life changes for the Clocks when a human boy discovers Arrietty.",2010-07-16,2010,7,16,7.646,2562,32.417,"['Studio Ghibli', 'Hakuhodo DY Media Partners', 'Mitsubishi Shoji', 'dentsu', 'TOHO', 'Nippon Television Network Corporation', 'Wild Bunch', 'The Walt Disney Company (Japan)', 'Walt Disney Pictures']",94,23,149,126,5.5,"['Fantasy', 'Animation', 'Family']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Tucker and Dale vs. Evil,"Two hillbillies are suspected of being killers by a group of paranoid college kids camping near the duo's West Virginian cabin. As the body count climbs, so does the fear and confusion as the college kids try to seek revenge against the pair.",2010-01-22,2010,1,22,7.4,2499,19.663,"['Eden Rock Media', 'Gynormous Pictures']",89,5,5,0,0.0,"['Comedy', 'Horror']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
A Nightmare on Elm Street,"The film that brings back horror icon Freddy Krueger as a darker and more sinister character than ever before. While Freddy is on the prowl, a group of teenagers being stalked soon learn they all have a common factor making them targets for this twisted killer.",2010-04-30,2010,4,30,5.516,2487,26.731,"['Platinum Dunes', 'New Line Cinema', 'Warner Bros. Pictures']",95,35,115,80,2.3,"['Horror', 'Mystery', 'Thriller']",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
Legion,"When God loses faith in humankind, he sends his legion of angels to bring on the Apocalypse. Humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the Archangel Michael.",2010-01-21,2010,1,21,5.821,2393,35.93,"['Screen Gems', 'Bold Films']",100,26,67,41,1.6,"['Horror', 'Action', 'Fantasy']",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Eat Pray Love,"Liz Gilbert had everything a modern woman is supposed to dream of having – a husband, a house and a successful career – yet like so many others, she found herself lost, confused and searching for what she really wanted in life. Newly divorced and at a crossroads, Gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. In her travels, she discovers the true pleasure of nourishment by eating in Italy, the power of prayer in India and, finally and unexpectedly, the inner peace and balance of true love in Bali.",2010-08-12,2010,8,12,6.229,2275,19.138,"['Red Om Films', 'Columbia Pictures', 'Plan B Entertainment']",133,60,204,144,2.4,"['Drama', 'Romance']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Paranormal Activity 2,"Days after welcoming a newborn baby, Dan and Kristi Rey return home one day to find their house ransacked with seemingly no explanation. Their fear forces them to put in security cameras, which begin to capture strange activity around the house.",2010-10-20,2010,10,20,5.751,2263,24.235,"['Paramount', 'Blumhouse Productions', 'Solana Films']",91,3,177,174,58.2,"['Horror', 'Mystery']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Hot Tub Time Machine,"Four pals are stuck in a rut in adulthood: Adam has just been dumped, Lou is a hopeless party animal, Craig is a henpecked husband, and Jacob does nothing but play video games in his basement. But they get a chance to brighten their future by changing their past after a night of heavy drinking in a ski-resort hot tub results in their waking up in 1986.",2010-03-26,2010,3,26,6.015,2262,20.435,"['United Artists', 'New Crime Productions', 'Metro-Goldwyn-Mayer']",101,36,64,28,0.8,"['Science Fiction', 'Comedy', 'Adventure']",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Gulliver's Travels,"Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens.",2010-12-23,2010,12,23,5.199,2216,21.458,"['Dune Entertainment', 'Davis Entertainment', 'Dune Entertainment III', '20th Century Fox']",85,112,237,125,1.1,"['Family', 'Comedy', 'Adventure', 'Fantasy']",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
It's Kind of a Funny Story,A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,2010-10-08,2010,10,8,7.0,2206,16.559,"['Focus Features', 'Wayfare Entertainment', 'Misher Films', 'Journeyman Pictures', 'Gowanus Projections', 'Start Media']",102,8,6,-1,-0.2,"['Comedy', 'Drama']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Legend of the Guardians: The Owls of Ga'Hoole,"Soren, a young barn owl, is kidnapped by owls of St. Aggie's, ostensibly an orphanage, where owlets are brainwashed into becoming soldiers. He and his new friends escape to the island of Ga'Hoole, to assist its noble, wise owls who fight the army being created by the wicked rulers of St. Aggie's. The film is based on the first three books in the series.",2010-07-10,2010,7,10,6.802,2146,22.505,"['Animal Logic', 'Village Roadshow Pictures', 'Warner Bros. Pictures']",97,80,140,60,0.8,"['Animation', 'Adventure', 'Family', 'Fantasy']",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Burlesque,"Ali leaves behind a troubled life and follows her dreams to Los Angeles, where she lands a job as a cocktail waitress at the Burlesque Lounge, a once-majestic theater that houses an inspired musical revue. Vowing to perform there, she makes the leap from bar to stage, helping restore the club's former glory.",2010-11-23,2010,11,23,7.188,2111,21.63,"['Screen Gems', 'Bedford Falls Productions']",119,55,89,34,0.6,"['Drama', 'Romance']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Killers,"When an elite assassin marries a beautiful computer whiz after a whirlwind romance, he gives up the gun and settles down with his new bride. That is, until he learns that someone from his past has put a contract out on his life.",2010-06-04,2010,6,4,5.941,2064,21.501,"['Katalyst Films', 'Lionsgate', 'Aversano Films']",100,75,98,23,0.3,"['Action', 'Comedy', 'Thriller', 'Romance']",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
I Spit on Your Grave,"Jennifer is a writer working on a new novel and, needing to get out of the city to finish it, hires a riverside apartment in upstate New York to finish her book—attracting the attention of a number of rowdy male locals.",2010-06-17,2010,6,17,6.503,2058,41.975,"['Anchor Bay Films', 'CineTel Films']",108,2,0,-1,-0.7,"['Thriller', 'Crime', 'Horror']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
Charlie St. Cloud,"Accomplished sailor Charlie St. Cloud has the adoration of his mother Claire and his little brother Sam, as well as a college scholarship that will lead him far from his sleepy Pacific Northwest hometown. But his bright future is cut short when a tragedy strikes and takes his dreams with it. After his high-school classmate Tess returns home unexpectedly, Charlie grows torn between honoring a promise he made four years earlier and moving forward with newfound love. And as he finds the courage to let go of the past for good, Charlie discovers the soul most worth saving is his own.",2010-07-30,2010,7,30,6.932,2054,15.169,"['Marc Platt Productions', 'Universal Pictures', 'Relativity Media']",99,44,48,4,0.1,"['Drama', 'Romance']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Ghost Writer,A writer stumbles upon a long-hidden secret when he agrees to help former British Prime Minister Adam Lang complete his memoirs on a remote island after the politician's assistant drowns in a mysterious accident.,2010-02-12,2010,2,12,6.826,2031,19.391,"['R.P. Productions', 'Studio Babelsberg', 'Runteam', 'France 2 Cinéma', 'Summit Entertainment', 'FFA', 'Medienboard Berlin-Brandenburg', 'FilmFörderung Hamburg', 'Mecklenburg Vorpommern', 'France Télévisions', 'Bogard', '321 Films', 'R.P. Films', 'Elfte Babelsberg Film GmbH', 'Runteam III Ltd.', 'Pathé', 'StudioCanal']",128,45,60,15,0.3,"['Thriller', 'Mystery']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Green Zone,"During the U.S.-led occupation of Baghdad in 2003, Chief Warrant Officer Roy Miller and his team of Army inspectors are dispatched to find weapons of mass destruction believed to be stockpiled in the Iraqi desert. Rocketing from one booby-trapped and treacherous site to the next, the men search for deadly chemical agents but stumble instead upon an elaborate cover-up that threatens to invert the purpose of their mission.",2010-03-11,2010,3,11,6.458,2021,19.007,"['Universal Pictures', 'StudioCanal', 'Relativity Media', 'Working Title Films', 'dentsu', 'Atresmedia', 'Kanzaman Productions']",115,100,94,-5,-0.1,"['War', 'Action', 'Adventure', 'Drama', 'Thriller']",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Piranha 3D,"Each year the population of sleepy Lake Victoria, Arizona explodes from 5,000 to 50,000 residents for the annual Spring Break celebration. But then, an earthquake opens an underwater chasm, releasing an enormous swarm of ancient Piranha that have been dormant for thousands of years, now with a taste for human flesh. This year, there's something more to worry about than the usual hangovers and complaints from locals, a new type of terror is about to be cut loose on Lake Victoria.",2010-08-20,2010,8,20,5.39,2007,38.852,"['The Weinstein Company', 'Atmosphere Entertainment MM', 'Chako Film Company', 'Dimension Films', 'Intellectual Properties Worldwide', 'Aja / Levasseur Productions']",88,24,83,59,2.5,"['Comedy', 'Horror']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
She's Out of My League,"When he starts dating drop-dead gorgeous Molly, insecure airport security agent Kirk can't believe it. As his friends and family share their doubts about the relationship lasting, Kirk does everything he can to avoid losing Molly forever.",2010-03-11,2010,3,11,6.455,1944,24.013,"['Mosaic', 'DreamWorks Pictures']",104,20,49,29,1.5,"['Romance', 'Comedy']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Leap Year,"When yet another anniversary passes without a marriage proposal from her boyfriend, Anna decides to take action. Aware of a Celtic tradition that allows women to pop the question on Feb. 29, she plans to follow her lover to Dublin and ask him to marry her. Fate has other plans, however, and Anna winds up on the other side of the Emerald Isle with handsome, but surly, Declan -- an Irishman who may just lead Anna down the road to true love.",2010-01-08,2010,1,8,6.887,1900,22.531,"['Birnbaum / Barber Productions', 'Universal Pictures', 'Spyglass Entertainment', 'Octagon Films', 'BenderSpink']",100,19,32,13,0.7,"['Romance', 'Comedy']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
The Crazies,Four friends find themselves trapped in their small hometown after they discover their friends and neighbors going quickly and horrifically insane.,2010-02-26,2010,2,26,6.244,1862,20.59,"['Penn Station Entertainment', 'Participant', 'Overture Films', 'Imagenation Abu Dhabi FZ', 'Paramount Vantage']",101,20,54,34,1.7,"['Mystery', 'Horror', 'Action']",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Let Me In,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.,2010-10-01,2010,10,1,6.776,1861,16.362,"['Hammer Film Productions', 'EFTI', 'Overture Films', 'Exclusive Media']",116,20,24,4,0.2,"['Drama', 'Horror', 'Mystery']",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
Tooth Fairy,"When minor-league hockey player Derek Thompson -- who has a penchant for knocking out his opponents' teeth every time he plays -- disillusions a fan, he is sentenced to a stint for one week as a bona fide, tutu-clad, real-life tooth fairy. Soon, Derek is inspired to rekindle his youthful dreams.",2010-01-14,2010,1,14,5.482,1850,23.012,"['Dune Entertainment', 'Dune Entertainment III', 'Walden Media', 'Mayhem Pictures', '20th Century Fox', 'Blumhouse Productions']",101,48,112,64,1.3,"['Comedy', 'Family', 'Fantasy']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Step Up 3D,"A tight-knit group of New York City street dancers, including Luke and Natalie, team up with NYU freshman Moose, and find themselves pitted against the world's best hip hop dancers in a high-stakes showdown that will change their lives forever.",2010-08-04,2010,8,4,6.8,1802,23.932,"['Touchstone Pictures', 'Summit Entertainment']",107,30,159,129,4.3,"['Drama', 'Romance']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Repo Men,"In the future, medical technology has advanced to the point where people can buy artificial organs to extend their lives. But if they default on payments, an organization known as the Union sends agents to repossess the organs. Remy is one of the best agents in the business, but when he becomes the recipient of an artificial heart, he finds himself in the same dire straits as his many victims.",2010-03-18,2010,3,18,6.312,1773,16.0,"['Relativity Media', 'Stuber Productions', 'Universal Pictures', 'dentsu']",111,32,18,-13,-0.4,"['Action', 'Science Fiction', 'Thriller', 'Crime']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Faster,"After 10 years in prison, Driver is now a free man with a single focus - hunting down the people responsible for brutally murdering his brother.",2010-11-23,2010,11,23,6.316,1747,26.064,"['Castle Rock Entertainment', 'State Street Pictures']",98,24,23,0,-0.0,"['Crime', 'Drama', 'Action', 'Thriller']",1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
